Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11	Sweep 12	Sweep 13	Sweep 14	Sweep 15	Sweep 16	Sweep 17	Sweep 18	Sweep 19	Sweep 20
11.7	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15	5.307979E-15
12.35	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15	5.307982E-15
13	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15	5.307984E-15
13.65	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
14.3	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
14.95	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
15.6	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
16.25	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
16.9	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
17.55	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15	5.307985E-15
