Time (ms)	Sweep 1	Sweep 2	Sweep 3	Sweep 4	Sweep 5	Sweep 6	Sweep 7	Sweep 8	Sweep 9	Sweep 10	Sweep 11	Sweep 12	Sweep 13	Sweep 14	Sweep 15	Sweep 16	Sweep 17	Sweep 18	Sweep 19	Sweep 20
33.8	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12	-1.728909E-12
34.45	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12	-1.740571E-12
35.1	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12	-1.752136E-12
35.75	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12	-1.763606E-12
36.4	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12	-1.774981E-12
37.05	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12	-1.786262E-12
37.7	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12	-1.797449E-12
38.35	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12	-1.808544E-12
39	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12	-1.819546E-12
39.65	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12	-1.830458E-12
40.3	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12	-1.841279E-12
40.95	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12	-1.852011E-12
41.6	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12	-1.862654E-12
